1,1,1,1
2,2,0,17
3,2,0,18
4,2,0,19
5,2,0,20
6,2,0,21
7,2,0,22
8,1,6,13
9,1,5,9
10,2,0,23
11,2,0,24
12,2,0,25
13,2,0,26
14,2,0,27
15,2,0,28
16,1,4,5
17,1,3,3
18,2,0,29
19,2,0,30
20,2,0,31
21,2,0,32
22,2,0,33
23,2,0,34
24,1,6,14
25,1,5,10
26,2,0,35
27,2,0,36
28,2,0,37
29,2,0,38
30,2,0,39
31,2,0,40
32,1,4,6
33,1,4,7
34,2,0,41
35,2,0,42
36,2,0,43
37,2,0,44
38,2,0,45
39,2,0,46
40,1,5,11
41,1,6,15
42,2,0,47
43,2,0,48
44,2,0,49
45,2,0,50
46,2,0,51
47,2,0,52
48,1,3,4
49,1,4,8
50,2,0,53
51,2,0,54
52,2,0,55
53,2,0,56
54,2,0,57
55,2,0,58
56,1,5,12
57,1,6,16
58,2,0,59
59,2,0,60
60,2,0,61
61,2,0,62
62,2,0,63
63,2,0,64
64,1,2,2
